date,Close,High,Low,Open,Volume,SMA_5,SMA_10,SMA_20,SMA_50,RSI_14,Upper_Band,Middle_Band,Lower_Band,MACD
20141210,1.547919988632202,1.5560669898986816,1.547919988632202,1.5560669898986816,146336,1.567472791671753,1.5780638933181763,1.5739903926849366,1.580834023952484,41.66666666666666,1.601763247117801,1.5739903926849366,1.5462175382520722,-0.0049351423138173
20141211,1.547919988632202,1.5642139911651611,1.539773941040039,1.5642139911651611,390946,1.5576963901519776,1.5748050928115844,1.5727683424949646,1.5800193238258362,36.36363636363636,1.6028942790206449,1.5727683424949646,1.5426424059692845,-0.006455324444917
20141212,1.539773941040039,1.539773941040039,1.5316270589828491,1.539773941040039,373968,1.549549579620361,1.5699169874191283,1.5711389899253845,1.5792046427726745,33.33365849851724,1.6046881244886486,1.5711389899253845,1.5375898553621203,-0.0082226125385163
20141213,1.539773941040039,1.539773941040039,1.5316270589828491,1.539773941040039,373968,1.549549579620361,1.5699169874191283,1.5711389899253845,1.5792046427726745,33.33365849851724,1.6046881244886486,1.5711389899253845,1.5375898553621203,-0.0082226125385163
20141214,1.539773941040039,1.539773941040039,1.5316270589828491,1.539773941040039,373968,1.549549579620361,1.5699169874191283,1.5711389899253845,1.5792046427726745,33.33365849851724,1.6046881244886486,1.5711389899253845,1.5375898553621203,-0.0082226125385163
20141215,1.5234800577163696,1.539773941040039,1.5234800577163696,1.5234800577163696,287174,1.5414027929306031,1.5633994936943054,1.569102293252945,1.57790114402771,30.76954246615124,1.608803258605116,1.569102293252945,1.529401327900774,-0.010813331936375
20141216,1.4908920526504517,1.4908920526504517,1.474598050117493,1.4827450513839722,805139,1.529997205734253,1.5536231994628906,1.5650288462638855,1.575945885181427,13.33345039268535,1.6178665417280078,1.5650288462638855,1.5121911507997632,-0.015319481932134
20141217,1.4908920526504517,1.4990390539169312,1.4827450513839722,1.4908920526504517,197423,1.518591618537903,1.543032205104828,1.56136274933815,1.5746423864364625,13.33345039268535,1.6237502474774372,1.56136274933815,1.498975251198863,-0.0186753603398412
20141218,1.5071860551834106,1.547919988632202,1.5071860551834106,1.5071860551834106,912358,1.5104448318481445,1.534070611000061,1.5585113525390626,1.5733388876914978,18.750154326209483,1.6254006168414443,1.5585113525390626,1.4916220882366806,-0.0197919787154459
20141219,1.51533305644989,1.5234800577163696,1.5071860551834106,1.51533305644989,186900,1.5055566549301147,1.527553117275238,1.555659955739975,1.5730130076408386,23.52959403686505,1.6248846371138352,1.555659955739975,1.486435274366115,-0.0197913693221922
20141220,1.51533305644989,1.5234800577163696,1.5071860551834106,1.51533305644989,186900,1.5055566549301147,1.527553117275238,1.555659955739975,1.5730130076408386,23.52959403686505,1.6248846371138352,1.555659955739975,1.486435274366115,-0.0197913693221922
20141221,1.51533305644989,1.5234800577163696,1.5071860551834106,1.51533305644989,186900,1.5055566549301147,1.527553117275238,1.555659955739975,1.5730130076408386,23.52959403686505,1.6248846371138352,1.555659955739975,1.486435274366115,-0.0197913693221922
20141222,1.51533305644989,1.5234800577163696,1.5071860551834106,1.5071860551834106,349655,1.5039272546768188,1.522665023803711,1.5528085589408875,1.5723612689971924,23.52959403686505,1.623811884784998,1.5528085589408875,1.481805233096777,-0.0195653492069971
20141223,1.51533305644989,1.5234800577163696,1.5071860551834106,1.5234800577163696,416277,1.5088154554367066,1.5194063305854797,1.550364512205124,1.5720353889465333,18.750154326209483,1.6230597744096702,1.550364512205124,1.4776692500005777,-0.0191653009776335
20141224,1.51533305644989,1.5234800577163696,1.5071860551834106,1.51533305644989,290551,1.5137036561965942,1.5161476373672484,1.5471057653427125,1.5718724489212037,18.750154326209483,1.6199546214790033,1.5471057653427125,1.4742569092064215,-0.0186334648893555
20141225,1.51533305644989,1.5234800577163696,1.5071860551834106,1.51533305644989,301785,1.51533305644989,1.5128889441490174,1.5438470184803008,1.5720353889465333,21.42877299773511,1.6162340597613332,1.5438470184803008,1.4714599771992685,-0.018004437015185
20141226,1.5234800577163696,1.5316270589828491,1.51533305644989,1.5316270589828491,575963,1.516962456703186,1.5112595558166504,1.5405882716178894,1.571383650302887,30.76954246615124,1.6103006393231976,1.5405882716178894,1.4708759039125812,-0.0166565269043046
20141227,1.5234800577163696,1.5316270589828491,1.51533305644989,1.5316270589828491,575963,1.516962456703186,1.5112595558166504,1.5405882716178894,1.571383650302887,30.76954246615124,1.6103006393231976,1.5405882716178894,1.4708759039125812,-0.0166565269043046
20141228,1.5234800577163696,1.5316270589828491,1.51533305644989,1.5316270589828491,575963,1.516962456703186,1.5112595558166504,1.5405882716178894,1.571383650302887,30.76954246615124,1.6103006393231976,1.5405882716178894,1.4708759039125812,-0.0166565269043046
20141229,1.51533305644989,1.5234800577163696,1.4990390539169312,1.51533305644989,469101,1.516962456703186,1.5104448556900023,1.536922174692154,1.5707319116592406,33.3336991446113,1.6036387443520856,1.536922174692154,1.4702056050322223,-0.0160605572386409
20141230,1.51533305644989,1.51533305644989,1.4990390539169312,1.5071860551834106,384725,1.516962456703186,1.5128889560699463,1.5332560777664184,1.568776652812958,33.3336991446113,1.5959394561876217,1.5332560777664184,1.4705726993452153,-0.0154106031445895
20141231,1.4990390539169312,1.51533305644989,1.4990390539169312,1.51533305644989,708521,1.5137036561965942,1.5137036561965942,1.528367930650711,1.565191993713379,28.571697330313484,1.5851566795215697,1.528367930650711,1.4715791817798525,-0.0160255669123399
